itemName,itemEffect,itemSource,location,act
Ichorous Gloves,"When you deal Acid damage, inflict 3 turns of Noxious Fumes upon the target(s)",Locked heavy chest in the cave behind the locked bar door,The Waning Moon X: -252 Y: -69,2
Punch-Drunk Bastard,"If you have the Alcohol condition, gain advantage on attack rolls with this weapon. You also create a blast with each attack, dealing 1d4 Thunder damage in a 3 m / 10 ft radius Gain the Cleave action ( Recharge: Short rest)",Locked wooden chest next to the glowing shadow root in the cave,The Waning Moon X: -257 Y: -90,2
Ritual Dagger of Shar,Deal additional 1d4 Necrotic damage with this weapon,On a Sharran altar in the hidden room at the bottom of the sanctuary,Sharran Sanctuary X: 250 Y: -847,2
Helmet of Arcane Acuity,"When you deal damage with a weapon attack, gain Arcane Acuity for 2 turns Dexterity saving throws +1",Locked gilded chest at the south-most part of the basement,Mason's Guild Basement X: 107 Y: -758,2
True Love's Caress,"While wearing this ring, you can receive Warding Bond from the wearer of True Love's Embrace",On a skeleton[1] leaning against a tree near the graveyard gate,Reithwin Graveyard X: -149 Y: 43,2
Boots of Apparent Death,Cast Feign Death ( Recharge: Short rest),Inside sarcophagus behind the locked grated iron doors,Reithwin Graveyard X: -160 Y: 50,2
Icebite Robe,"Resistance to Cold damage Cast Armour of Agathys (level 3) ( Recharge: Long rest)",Inside sarcophagus in the building north of the graveyard gate,Reithwin Graveyard X: -155 Y: 71,2
Lightning Jabber,"Deal additional 1d4 Lightning damage when throwing this weapon On a hit with this spear, the target must succeed DC 13 Constitution save or get Shocked for 2 turns",Cursed Kuo-Toa Chief near the abandoned fishing shack north-east of the Grand Mausoleum waypoint,X: -148 Y: 115,2
Psionic Ward Armour,"If githyanki[2], gain resistance to Psychic damage On your successful saving throw against a spell, regain 1d4 hit points Disadvantage on Stealth ability checks",Ch'r'ai Tska'an at the bridge north-west of The Waning Moon,X: -249 Y: -34,2
Hr'a'cknir Bracers,"Cast Mage Hand ( Recharge: Long rest) Cast Telekinesis using Strength as spellcasting ability ( Recharge: Short rest)",Ch'r'ai Tska'an at the bridge north-west of The Waning Moon,X: -249 Y: -34,2
Watcher's Shield,Advantage on Perception ability checks,On a pair of skeletons along the cliffs west of the House of Healing,X: -248 Y: 36,2
Assassin's Shortsword,Advantage on Stealth ability checks,On a pair of skeletons along the cliffs west of the House of Healing,X: -248 Y: 36,2
True Love's Embrace,Cast Warding Bond on the wearer of True Love's Caress ( Recharge: Long rest),On a skeleton next to a bed behind Sister Sinda on the ground floor,House of Healing X: -210 Y: 2,2
Shar's Temptation,Cast Charm Person (level 1) ( Recharge: Short rest),Wooden crate with a note next to the wooden ladder on the gound floor,House of Healing X: -196 Y: 14,2
Surgeon's Subjugation Amulet,"On a critical hit against a Humanoid, you can choose to Paralyse the target for 2 turns ( Recharge: Long rest)",Malus Thorm on the ground floor at the surgery hall,House of Healing X: -200 Y: 47,2
Poisoner's Gloves,"When you deal Poison damage, the target must succeed DC 13 Constitution save or get Poisoned for 3 turns",Painted chest in the north-most room behind Malus Thorm,House of Healing X: -197 Y: 76,2
Strange Tendril Amulet,Cast Evard's Black Tentacles ( Recharge: Long rest),Wooden chest next to the charred corpse behind the hidden door[1],House of Healing Morgue X: 85 Y: -1005,2
Firzu's Ring of Trading,Deception +1,On the charred corpse behind the hidden door[1],House of Healing Morgue X: 85 Y: -1005,2
Bided Time,"When you are hit by an enemy in melee, gain Arcane Charge for 2 turns",Locked heavy chest in the storage room south of the zombie crypt,House of Healing Morgue X: 46 Y: -1005,2
Eversight Ring,Immunity to being Blinded,Locked opulent chest in the corner of the morgue lab west of the zombie crypt,House of Healing Morgue X: 10 Y: -973,2
Fleshmelter Cloak,"When you are hit, once per attack, the attacker receives 1d4 Acid damage",Gilded chest on the distant rocky ledge above the pit,House of Healing Morgue X: 33 Y: -931,2
Protective Plate,Resistance to Necrotic damage,Hollow Armour surrounded by oozes in the pit,House of Healing Morgue X: 51 Y: -932,2
Shadow Blade Ring,Cast Shadow Blade ( Recharge: Short rest),Rewarded by Arabella for Find Arabella's Parents. It is advised to send her to camp during the quest.,"Campsite, next to Withers",2
Vivacious Cloak,"When casting a spell in melee, gain 8 temporary hit points",Locked traveller's chest in the south-east room of the entry crypt,X: -259 Y: -882,2
Least Expected,"While being obscured, gain a 1d4 bonus to ranged weapon attack rolls",Gilded chest behind the stone table beyond the locked puzzle door,Gauntlet of Shar X: -730 Y: -802,2
Dark Justiciar Gauntlets (Uncommon),"Deal additional 1d Necrotic damage with your weapons Strength saving throws +1",On a pile of crates near Yurgir,Gauntlet of Shar X: -664 Y: -759,2
Merregon Halberd,Regular halberd with +1 damage,Merregons of the Yurgir hunting party,Gauntlet of Shar X: -658 Y: 753,2
Hellfire Hand Crossbow,"On your hit with this hand crossbow while Hiding or being Invisible, the target must succeed DC 15 Constitution save or get Burned for 2 turns Cast Scorching Ray (level 3) ( Recharge: Short rest)",Yurgir[1] at his hunting grounds,Gauntlet of Shar X: -668 Y: -765,2
Boots of Brilliance,Gain an action to restore one Bardic Inspiration charge to yourself ( Recharge: Long rest),Heavy chest in the area north of Yurgir's throne room,Gauntlet of Shar X: -634 Y: -724,2
Justiciar's Scimitar,"On a hit with this scimitar, if you have advantage on weapon attacks, the target must succeed DC 14 Constitution save or get Blinded for 2 turns Gain an action to strike the target, dealing additional damage equal to your proficiency bonus + 1d6 Psychic. This action doesn't break Invisibility or other forms of concealment ( Recharge: Short rest)",Lyrthindor at the base of the Shar's statue when summoned during Break Yurgir's Contract,Gauntlet of Shar X: -713 Y: -731,2
Justiciar's Greatshield,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Gain an action to create a 2 m / 6.5 ft radius cloud of magical Darkness where you stand that lingers for 2 turns, and immediately attempt to Hide ( Recharge: Short rest)",Lyrthindor at the base of the Shar's statue when summoned during Break Yurgir's Contract,Gauntlet of Shar X: -713 Y: -731,2
Circle of Bones,"Allied Undead within 6 m / 20 ft gain resistance to Physical damage Cast Animate Dead (level 3) ( Recharge: Long rest)","Balthazar at his altar, or in Shadowfell if spared at the altar, or in Mind Flayer Colony if you let him abduct the Nightsong","Gauntlet of Shar X: -851 Y: -783 Shadowfell X: -604 Y: -1431 Mind Flayer Colony X: 715 Y: -49",2
Callous Glow Ring,Deal additional 2 Radiant damage against illuminated targets,Opulent chest behind the vault door north-east of Balthazar's laboratory,Gauntlet of Shar X: -819 Y: -753,2
Killer's Sweetheart,"When you kill an enemy, your next attack roll can be chosen to be a critical hit. Once spent, this effect goes on cooldown ( Recharge: Long rest)",On one of the mirror images in the Self-Same Trial room,Gauntlet of Shar X: -830 Y: -726,2
Dark Justiciar Half-Plate (Rare),"While being obscured, gain advantage on Stealth ability checks Advantage on Constitution saving throws Gain a concentration action to give an ally or yourself +2 to AC ( Recharge: Long rest)",By the Shar altar beyond the riddle door in the Silent Library,Gauntlet of Shar X: -817 Y: -753,2
Spear of Night,"Regular spear with +1 damage Key item for Find the Nightsong and The Chosen of Shar",On the Shar altar beyond the riddle door in the Silent Library,Gauntlet of Shar X: -817 Y: -753,2
Dark Justiciar Helmet,"+1 bonus to saving throws against spells While being obscured, reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Constitution saving throws +1",Gilded chest behind the Shar altar beyond the riddle door in the Silent Library,Gauntlet of Shar X: -822 Y: -753,2
Dark Justiciar Helm,"While being obscured, you gain +1 bonus to saving throws against attacks Constitution saving throws +1","On the ground in the Shadowfell, at two points.",Shadowfell X: -544 Y: -1447 & X: -516 Y: -1397,2
Moonlight Glaive,"Deal additional 1d4 Radiant damage with this weapon This weapon sheds light in a 6 m / 20 ft radius. This can be toggled off Gain an action to strike the enemy, dealing additional Psychic damage equal to your proficiency bonus, surrounding them in a 3 m / 10 ft butterfly cloud that grants advantage on attack rolls against the target. If the target leaves the cloud, they receive 1d6 Psychic damage ( Recharge: Short rest)",Rewarded for rescuing the Nightsong,Shadowfell X: -604 Y: -1431,2
Dark Justiciar Half-Plate (Very Rare),"While being obscured, gain advantage on Stealth ability checks Advantage on Constitution saving throws While you have Shield of Faith active, reduce all incoming damage by 2, and the attacker receives 1d4 Necrotic damage on each hit against you Gain a concentration action to give an ally or yourself +2 to AC ( Recharge: Long rest)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Dark Justiciar Gauntlets (Rare),"Deal additional 1d4 Necrotic damage with your weapons Strength saving throws +1 Gain an action to curse the target for 2 turns. If the target enters an obscured area or remains in it at the start of their turn, they must succeed DC 14 Charisma save or suffer 2d8 Necrotic damage ( Recharge: Per turn)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Dark Justiciar Boots,"Dexterity saving throws +1 Gain an ability to teleport yourself to an unoccupied, obscured spot up to 18 m / 60 ft away ( Recharge: Short rest)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Shar's Spear of Evening,"While being obscured, gain advantage on saving throws. On a hit with your weapons against an obscured target, deal additional 1d6 damage Immunity to being Blinded Cast Darkness as an Action ( Recharge: Per turn) Gain an ability to strike a target, rippling the hit through all creatures (including allies) around you in a 3 m / 10 ft radius, and leaving behind a 3 m / 10 ft radius Darkness cloud that lingers for 3 turns ( Recharge: Short rest)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Selûne's Spear of Night,"Advantage on Wisdom saving throws and Perception ability checks Gain Darkvision while having this weapon equipped Cast Moonbeam (level 3) ( Recharge: Long rest) Cast Moonmote ( Recharge: Long rest)",Rewarded at camp after rescuing the Nightsong and defeating Ketheric Thorm,Campsite,2
Spellcrux Amulet,Gain an action to restore one spell slot of level 6 and lower ( Recharge: Long rest),The Warden at the warden's tower,Moonrise Towers Prison X: 576 Y: -654,2
Wulbren's Hammer,Deal additional 2d4 Force damage against objects,On a table on the top floor of the warden's tower,Moonrise Towers Prison X: 575 Y: -649,2
Browbeaten Circlet,"While being Threatened, gain a +1 bonus to spell save DC",Evidence chest on the top floor of the warden's tower,Moonrise Towers Prison X: 572 Y: -652,2
Sharpened Snare Cuirass,"Add your full Dexterity modifier to your AC while wearing this armour Enemies have disadvantage on saving throws to resist your Restraining attacks and spells",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Gloves of Crushing,"Deal additional 2 Bludgeoning damage with unarmed strikes, and gain a +1 bonus to unarmed and Throw attack rolls",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Armour of Devotion,"Gain an action to restore one Paladin Channel Oath Charge ( Recharge: Long rest) Disadvantage on Stealth ability checks",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Drakethroat Glaive,"Enemies have disadvantage on saving throws against your dragonborn breath weapon Cast Draconic Elemental Weapon ( Recharge: Long rest)",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Ne'er Misser,"This weapon deals exclusively Force damage Cast Magic Missile (level 3) ( Recharge: Short rest)",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Poisoner's Ring,Gain an action to curse an enemy; The target must succeed DC 14 Constitution save or become vulnerable to Poison damage for 10 turns ( Recharge: Long rest),Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Ring of Spiteful Thunder,"When you deal damage to a Reverberating target, they must succeed DC 13 Constitution save or get Dazed for 2 turns",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Marksmanship Hat,+1 bonus to ranged weapon and spell attack rolls,Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Halberd of Vigilance,"Deal additional 1d4 Force damage with this weapon Advantage on Perception ability checks and a +1 bonus to Initiative rolls Advantage on attack rolls made as Reactions",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Gloves of The Duellist,+2 bonus to melee weapon attack rolls when holding a weapon in the main hand and no weapon in the free hand. Shields equipped in the free hand also work,Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Sentinel Shield,"Advantage on Perception ability checks and a +3 bonus to Initiative rolls Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Enraging Heart Garb,"While you are Raging, gain Wrath for 2 turns Increase your Constitution by 2 (max 20) while wearing this armour",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Fistbreaker Helm,"+1 bonus to spell save DC +1 bonus to Initiative rolls",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Bigboy's Chew Toy,Gain an action to Enlarge yourself for 10 turns ( Recharge: Long rest),Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Titanstring Bow,Deal additional damage equal to your Strength modifier with this bow,Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Slicing Shortsword,"When you attack with advantage, the attack inflicts 2 turns of Bleeding unto the target",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Gauntlets of Surging Accuracy,"When you use Action Surge, gain a 1d4 bonus to attack rolls for the rest of your turn",Bought or stolen from Lann Tarv at the main floor when Disciple Z'rell at the upper floor was covinced to help,X: -164 Y: -168,2
Dwarven Splintmail,"Incoming Piercing damage is reduced by 1 +1 bonus to Strength saving throws and ability checks Increase your Constitution by 2 (max 20) while wearing this armour Disadvantage on Stealth ability checks",Bought or stolen from Lann Tarv at the main floor when Disciple Z'rell at the upper floor was covinced to help,X: -164 Y: -168,2
Render of Mind and Body,"When you attack with advantage, deal additional 1d8 Psychic damage with this weapon",Bought or stolen from Lann Tarv at the main floor when Disciple Z'rell at the upper floor was covinced to help,X: -164 Y: -168,2
Circlet of Hunting,"Gain a 1d4 bonus to attack rolls against targets marked by Hunter's Mark, True Strike, Faerie Fire, or Guiding Bolt",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Boots of Arcane Bolstering,"On Dash or similar action, gain Arcane Charge for 2 turns",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Risky Ring,"Advantage on attack rolls, but disadvantage on saving throws",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Ring of Free Action,"Immunity to being Paralysed, Restrained, or impeded by Difficult Terrain",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Robe of Exquisite Focus,+1 bonus to spell save DC,Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Thunderskin Cloak,"When you are hit by a Reverberating target, they must succeed DC 13 Constitution save or get Dazed for 2 turns",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Hat of Storm Scion's Power,"When you deal Thunder damage, once per attack, gain Arcane Acuity for 2 turns",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Absolute's Protector,"If you have the Brand of the Absolute, all incoming damage is reduced by 1 while having this shield equipped Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Cast Fire Shield: Chill ( Recharge: Long rest)","Disciple Z'rell at the main floor (after confronting Ketheric Thorm), or at the upper floor (before confronting Ketheric Thorm)","Outside X: -152 Y: -123[1] Main floor X: -148 Y: -169[2] Upper floor X: -140 Y: -195[3]",2
Argument Solver,"Gain an action to strike the target, dealing additional Poison damage equal to your proficiency bonus. The strike creates a 1.5 m / 5.0 ft radius cloud of noxious fumes for 3 turns, Poisoning the target if they fail their Constitution save against your spell save DC while in the cloud ( Recharge: Short rest)",Mig at the main floor,X: -194 Y: -180,2
Very Heavy Greataxe,"Gain a cleave attack that strikes all targets at half weapon damage with bonus 1d6 Slashing damage, but puts you Off Balance for 1 turn if you fail the DC 8 Strength save ( Recharge: Short rest)",Fezzerk in the throne room on the main floor if spared in the Blighted Village in Act One,X: -152 Y: -191,2
Derivation Cloak,"When you Poison a target, regain 1d4 hit points",Locked heavy chest in Balthazar's quarters on the upper floor,X: -135 Y: -174,2
Coldbrim Hat,"On applying condition to an enemy with a spell, once per turn, inflict 2 turns of Encrusted with Frost upon the target(s)",Locked opulent chest behind the secret door in Balthazar's quarters on the upper floor,X: -155 Y: -173,2
Shadow Lantern,"Unlike the Moonlantern, this lantern doesn't grant immunity to the Shadow Curse Gain an action to conjure a Shadow and assume control of it ( Recharge: Long rest)",Crafted by Gale (Origin or Companion) by combining Dead Pixie with Broken Moonlantern at the ritual circle behind the secret door in Balthazar's quarters on the upper floor,X: -150 Y: -165,2
Cloak of Elemental Absorption,"Gain an action to half the damage of the next elemental attack targeting you, and deal additional 1d6 damage of that element on your next weapon attack ( Recharge: Short rest)",Locked opulent chest in the Ketheric Thorm's bedroom on the upper floor,X: -166 Y: -169,2
Spineshudder Amulet,"When you deal damage with a ranged spell that uses attack rolls, once per attack, inflict 2 turns of Reverberation upon the target(s)",Mimic chest in Isobel's room on the upper floor,X: -171 Y: -195,2
Myrkulite Scourge,Deal additional 1d6 Necrotic damage with this weapon,"Radija at the upper floor, Susdera on the rooftop, Sarabayle, Willinx Jindlebee and Duckie Verish in the Moonrise Towers Prison (after confronting Ketheric Thorm), and Kressa Bonedaughter in the Mind Flayer Colony","Upper floor X: -161 Y: -204 Moonrise Towers Rooftop X: -152 Y: -181 Moonrise Towers Prison X: 597 Y: -655 & X: 597 Y: -651 & X: 598 Y: -647 Mind Flayer Colony X: -161 Y: -204",2
Ring of Exalted Marrow,"Cast Exhort the Risen ( Recharge: Long rest) Gain an action to lash at the target with claws, dealing 2d6 Necrotic damage; The non-Undead target must succeed DC 13 Constitution save or become Paralysed for 2 turns ( Recharge: Long rest)",Heavy chest at the Absolute altar on the rooftop,Moonrise Towers Rooftop X: -152 Y: -176,2
Blade of Oppressed Souls,"Deal additional 1d4 Psychic damage with this weapon Gain an action to strike a non-undead Humanoid, dealing additional Psychic damage equal to your proficiency bonus; The target must succeed DC 12 Intelligence save or get Mad for 3 turns ( Recharge: Short rest)",Next to a skeleton beyond the brain puzzle door at the south-eastern part of the colony,Mind Flayer Colony X: 747 Y: -38,2
Circlet of Mental Anguish,"When an enemy fails a Charisma, Intelligence, or Wisdom saving throw against your spell or cantrip, regain 1d4 hit points",On a skeleton beyond the brain puzzle door at the south-eastern part of the colony,Mind Flayer Colony X: 747 Y: -38,2
Braindrain Gloves,"When you deal Psychic damage, inflict 2 turns of Mental Fatigue upon the target(s)",On a skeleton beyond the brain puzzle door at the south-eastern part of the colony,Mind Flayer Colony X: 747 Y: -38,2
Infernal Rapier,"+1 bonus to spell save DC This weapon uses your spellcasting modifier instead of Dexterity for attack rolls and damage rolls Cast Planar Ally: Cambion ( Recharge: Long rest)","If persuaded, rewarded to Wyll (Origin or Companion) by Mizora in the Tadpoling Centre",Mind Flayer Colony X: 676 Y: 39,2
Ketheric's Warhammer,Deal additional 1d4 Psychic damage with this weapon,Ketheric Thorm at the morphic pool,Mind Flayer Colony X: 861 Y: -23,2
Reaper's Embrace,"All incoming damage is reduced by 2 Gain an action to grant yourself immunity to being moved against your will, but suffer disadvantage on Dexterity saving throws. This can be toggled off Gain an action to howl in a 3 m / 10 ft radius; The target must succeed DC 14 Wisdom save or get Numbed for 3 turns ( Recharge: Short rest) Disadvantage on Stealth ability checks",Ketheric Thorm at the morphic pool,Mind Flayer Colony X: 861 Y: -23,2
Ketheric's Shield,"+1 bonus to spell save DC and spell attack rolls Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Advantage on Dexterity saving throws",Ketheric Thorm at the morphic pool,Mind Flayer Colony X: 861 Y: -23,2
Devotee's Mace,"Deal additional 1d8 Radiant damage with this weapon Gain an action to emanate a soothing aura around you, regaining 1d4 hit points to you and your allies in a 9 m / 30 ft radius at the start of your turn, for 10 turns ( Recharge: Long rest)",Clerics upon reaching level 10 and choosing Arm Thy Servant as their Divine Intervention,Any,2
Boots of Uninhibited Kushigo,Deal additional damage equal to your Wisdom modifier with unarmed attacks,Prelate Lir'i'c near the prison,X: -163 Y: -1158,3
Staff of the Emperor,"+1 bonus to spell save DC and spell attack rolls On your successful saving throw, the attacker that caused the throw must succeed DC 15 Intelligence save or get Stunned for 1 turn",Looted from The Emperor near the prison by disarming him,X: -160 Y: -1165,3
Orphic Ring,Cast Confusion (level 5) ( Recharge: Long rest),Orpheus if chosen to be sacrificed,X: 53 Y: 3238[1],3
Shapeshifter's Boon Ring,"While shapeshifting or disguising yourself, gain a 1d4 bonus to all ability checks. This effect lasts until long rest and doesn't require the ring to be equipped once enabled","Strange Ox in the barn south-east of the Rivington waypoint, if spared at the Emerald Grove and the Last Light Inn",X: 39 Y: -149,3
Hat of Fire Acuity,"When you deal Fire damage, once per attack, gain Arcane Acuity for 2 turns","Strange Ox in the barn south-east of the Rivington waypoint, if spared at the Emerald Grove and the Last Light Inn",X: 39 Y: -149,3
Dwarven Thrower,"When thrown, returns to your hand If dwarf[1], deal additional 1d8 Bludgeoning damage when throwing this weapon, or additional 2d8 Bludgeoning damage if throwing this weapon at a Large, Huge, or Gargantuan target",Bought or stolen from Ferg Drogher north-west of the Requisitioned Barn if Shadowheart is not in your party,X: 43 Y: -101,3
Cold Snap,"Deal additional 1d4 Cold damage with this weapon While this dagger is held in your off-hand, gain a +1 bonus to AC, and when an attack misses you, the attacker gets Chilled for 2 turns",Bought or stolen from Ferg Drogher north-west of the Requisitioned Barn if Shadowheart is not in your party,X: 43 Y: -101,3
Hellrider Longbow,"Gain advantage on Perception ability checks and a +3 bonus to Initiative rolls On a hit with this longbow, once per turn, the target must succed DC 13 Dexterity save or be encased in Faerie Fire for 1 turn",Bought or stolen from Ferg Drogher north-west of the Requisitioned Barn if Shadowheart is not in your party,X: 43 Y: -101,3
Nymph Cloak,Cast Dominate Person ( Recharge: Long rest),Bought or stolen from Ferg Drogher north-west of the Requisitioned Barn if he was persuaded to disclose his special stock. High Security Vault n°1 on the southern side of the high security vault hall,X: 43 Y: -101 The Counting House X: -711 Y: 864,3
Robe of Supreme Defences,"While concentrating, add your spellcasting modifier to saving throws and gain a +1 bonus to AC",Bought or stolen from Ferg Drogher north-west of the Requisitioned Barn if he was persuaded to disclose his special stock,X: 43 Y: -101,3
Sethan,"Cast Sethan: Spiritual Greataxe ( Recharge: Long rest) Cast Sethan: Reduce ( Recharge: Long rest)",Bought or stolen from Ferg Drogher north-west of the Requisitioned Barn if he was persuaded to disclose his special stock,X: 43 Y: -101,3
Corvid Token,"Your Jump and Fly distance is increased by 1.5 m / 5.0 ft Cast Feather Fall that persists through polymorph and shapeshfting ( Recharge: Per turn) Cast Polymorph: Dire Raven ( Recharge: Long rest)","Bought or stolen from Mattis at the Requisitioned Barn east of the Rivington waypoint, if he survived after Save the Refugees[2] and moved to Last Light Inn in Act 2",X: 56 Y: -120,3
Scabby Pugilist Circlet,Deal additional 2 damage with your weapon or unarmed strikes when surrounded by 2+ foes,"Bought or stolen from Mattis at the Requisitioned Barn east of the Rivington waypoint, if he survived after Save the Refugees[2] and moved to Last Light Inn in Act 2",X: 56 Y: -120,3
Ring of Truthfulness,Advantage on Insight ability checks,Looted or stolen from the Mind Flayer in the Abandoned Windmill basement,Abandoned Windmill - Basement X: -231 Y: -802,3
The Undead Bane,"Deal additional 1d6 Slashing damage with melee weapons against Fiends and Undead Gain an action to strike the target, dealing additional damage equal to your proficiency bonus, and additional 2d6 Slashing damage on top if the target is Fiend or Undead; The Fiend or Undead target must succeed DC 12 Strength save or get Baned for 3 turns (equivalent to casting Bane on the target) ( Recharge: Short rest)",Ulma in the Gur Camp,X: 100 Y: -17 Cazador's Dungeon X: -1925 Y: 836,3
Boots of Very Fast Blinking,"Cast Misty Step ( Recharge: Per turn) When teleporting with these boots, you are stripped naked down to underwear, except for inventory, rings, amulets, weapons, and boots. The stripped items remain at the spot you teleported from","Rewarded by Akabi at the Circus of the Last Days as a consolation prize for his Wheel of Fortune game. He will close down if you play 17 times, so the 16th time has to be the ""jackpot""[3]",X: -67 Y: -73,3
Comeback Handaxe,"When thrown, returns to your hand and deals 1d6+1 damage to you on return","Rewarded by Akabi at the Circus of the Last Days as a consolation prize for his Wheel of Fortune game. He will close down if you play 17 times, so the 16th time has to be the ""jackpot""[3]",X: -67 Y: -73,3
Reverse Rain Cloak,Remain permanently Wet while wearing this cloak,"Rewarded by Akabi at the Circus of the Last Days as a consolation prize for his Wheel of Fortune game. He will close down if you play 17 times, so the 16th time has to be the ""jackpot""[3]",X: -67 Y: -73,3
Staff of a Mumbling Wizard,"Cast Firebolt? that has 100% hit chance ( Recharge: Per turn) When casting Firebolt? with this staff, the target must succeed DC 20 save[4] (unaffected by anything) or be shot at with Fireball instead","Rewarded by Akabi at the Circus of the Last Days as a consolation prize for his Wheel of Fortune game. He will close down if you play 17 times, so the 16th time has to be the ""jackpot""[3]",X: -67 Y: -73,3
Unlucky Thief's Gloves,"Sleight of Hand +2 For each item you steal while wearing these gloves, receive 1 piece of Charcoal in inventory. After stealing 20 times, suffer Burning for 1 turn","Rewarded by Akabi at the Circus of the Last Days as a consolation prize for his Wheel of Fortune game. He will close down if you play 17 times, so the 16th time has to be the ""jackpot""[3]",X: -67 Y: -73,3
Djinni Ring,"Cast Mage Hand ( Recharge: Short rest) The key to the Jungle scenario, if you are not a Bard. You must steal this ring and play the game once more (as a 16th attempt at the latest) to land on a jackpot, after which the djinn will send you off to your demise",Stolen or looted from Akabi at the Circus of the Last Days,X: -67 Y: -73,3
Band of the Mystic Scoundrel,"After a hit with your weapon, cast illusion or enchantment spells as a Bonus action for 1 turn",In a backpack near the tent in the south-western part of the Jungle,Jungle X: -1564 Y: -1521,3
Nyrulna,"Deal additional 1d6 Thunder damage with this weapon This weapon sheds light in a 6 m / 20 ft radius. This can be toggled off When thrown, returns to your hand. Deal additional 3d4 Thunder damage in a 3 m / 10 ft radius around the target when throwing this weapon Immunity to falling damage. Your movement speed and Jump distance are increased by 3 m / 10 ft Gain an action to charge up to 12 m / 40 ft forward to a target, dealing 6d8 Thunder damage to every enemy caught in the charge; The target(s) must succeed DC 15 Dexterity save or receive full damage (instead of half damage on a save), suffer Bleeding for 3 turns, and get knocked 2 m / 7 ft back ( Recharge: Short rest) Gain an action to cast special Gust of Wind that deals 6d6 Thunder damage ( Recharge: Short rest)",Locked painted chest near the portal in the south-eastern part of the Jungle,Jungle X: -1512 Y: -1523,3
Dark Displacement Gloves,"+1 bonus to attack rolls when Throwing, and the target of your throw attack must succeed DC 13 Dexterity save or swap places with you Sleight of Hand +1",Bought or stolen from Popper at his tent in the western part of the Circus of the Last Days,X: -90 Y: -56,3
The Pointy Hat,Gain a bonus to Persuasion ability checks equal to your Intelligence modifier,Locked opulent chest in a tent behind Lucretious in the north-western corner of the Circus of the Last Days,X: -85 Y: -24,3
Hollow's Staff,"Deal additional 1d4 Necrotic damage in melee with this weapon Target(s) have disadvantage on saving throws against your necromancy spells Cast Arms of Hadar (level 1) ( Recharge: Long rest)",Lucretious[5] at her tent in the north-western corner of the Circus of the Last Days,X: -82 Y: -33,3
Spellmight Gloves,"When you cast a spell that uses attack rolls, you can choose to take a -5 penalty to the roll to deal an additional 1d8 damage. This functions like Great Weapon Master: All In and can be toggled off","Looted, stolen from Lucretious at her tent in the north-western corner of the Circus of the Last Days, or rewarded by her for Find Dribbles the Clown",X: -82 Y: -33,3
Clown Hammer,"On a critical hit with this warhammer, the target (and you) must succeed DC 17 Wisdom save or succumb to Hideous Laughter for 2 turns",Dribbles on the stage in the north-eastern corner of the Circus of the Last Days,X: -43 Y: -35,3
